Sale_ID,Date,Store,Product,Units_Sold,Unit_Price,Category,Total_Sale
51,2025-01-05 13:00:00,Milton Keynes,Bird Seed,4,13.97,Dog,55.88
52,2025-01-05 16:00:00,Buckingham,Flea Shampoo,8,58.24,Rodent,465.92
53,2025-01-05 09:00:00,Milton Keynes,Dog Chew Toy,8,55.57,Fish,444.56
54,2025-01-05 15:00:00,Aylesbury,Hamster Wheel,3,64.65,Fish,193.95000000000002
55,2025-01-06 18:00:00,Oxford,Wet Cat Food,8,22.57,Dog,180.56
56,2025-01-06 18:00:00,Oxford,Flea Shampoo,5,37.35,Cat,186.75
57,2025-01-06 18:00:00,Buckingham,Bird Seed,3,34.82,Fish,104.46000000000001
58,2025-01-06 15:00:00,Oxford,Dog Chew Toy,6,67.04,Dog,402.24
59,2025-01-06 13:00:00,Aylesbury,Dry Dog Food,4,74.93,Bird,299.72
60,2025-01-06 20:00:00,Oxford,Hamster Wheel,1,41.91,Rodent,41.91
61,2025-01-06 12:00:00,Milton Keynes,Bird Seed,6,79.73,Cat,478.38
62,2025-01-06 11:00:00,Oxford,Aquarium Filter,5,62.12,Fish,310.59999999999997
63,2025-01-06 17:00:00,Milton Keynes,Wet Cat Food,4,66.56,Dog,266.24
64,2025-01-06 10:00:00,Milton Keynes,Flea Shampoo,3,62.88,Cat,188.64000000000001
65,2025-01-06 19:00:00,Milton Keynes,Fish Flakes,4,77.03,Rodent,308.12
66,2025-01-06 08:00:00,Milton Keynes,Fish Flakes,5,9.7,Dog,48.5
67,2025-01-07 12:00:00,Buckingham,Wet Cat Food,7,65.89,Fish,461.23
68,2025-01-07 20:00:00,Aylesbury,Dog Chew Toy,1,39.2,Bird,39.2
69,2025-01-07 15:00:00,Oxford,Hamster Wheel,3,63.11,Dog,189.32999999999998
70,2025-01-07 16:00:00,Aylesbury,Flea Shampoo,2,17.38,Dog,34.76
71,2025-01-07 11:00:00,Oxford,Bird Seed,5,69.21,Dog,346.04999999999995
72,2025-01-07 10:00:00,Aylesbury,Hamster Wheel,3,49.09,Cat,147.27
73,2025-01-07 14:00:00,Oxford,Hamster Wheel,6,26.18,Cat,157.07999999999998
74,2025-01-07 14:00:00,Milton Keynes,Wet Cat Food,3,53.01,Dog,159.03
75,2025-01-07 14:00:00,Milton Keynes,Flea Shampoo,8,36.68,Dog,293.44
76,2025-01-07 20:00:00,Oxford,Aquarium Filter,4,17.06,Cat,68.24
77,2025-01-07 15:00:00,Oxford,Dry Dog Food,5,65.27,Bird,326.34999999999997
78,2025-01-07 08:00:00,Aylesbury,Flea Shampoo,2,26.03,Dog,52.06
79,2025-01-07 17:00:00,Buckingham,Bird Seed,3,33.55,Rodent,100.64999999999999
80,2025-01-07 15:00:00,Oxford,Bird Seed,3,13.56,Dog,40.68
81,2025-01-07 10:00:00,Oxford,Bird Seed,1,59.56,Dog,59.56
82,2025-01-08 10:00:00,Oxford,Bird Seed,6,22.39,Bird,134.34
83,2025-01-08 09:00:00,Buckingham,Rabbit Hutch,5,62.22,Bird,311.1
84,2025-01-08 11:00:00,Aylesbury,Rabbit Hutch,2,16.12,Fish,32.24
85,2025-01-08 14:00:00,Aylesbury,Flea Shampoo,4,41.78,Rodent,167.12
86,2025-01-08 17:00:00,Oxford,Aquarium Filter,1,54.93,Bird,54.93
87,2025-01-08 10:00:00,Oxford,Rabbit Hutch,8,51.12,Bird,408.96
88,2025-01-08 20:00:00,Buckingham,Bird Seed,5,9.27,Cat,46.349999999999994
89,2025-01-08 10:00:00,Oxford,Cat Litter,1,33.83,Rodent,33.83
90,2025-01-08 16:00:00,Oxford,Aquarium Filter,3,15.81,Cat,47.43
91,2025-01-08 16:00:00,Aylesbury,Rabbit Hutch,7,50.68,Fish,354.76
92,2025-01-08 09:00:00,Milton Keynes,Hamster Wheel,4,22.26,Dog,89.04
93,2025-01-08 18:00:00,Buckingham,Hamster Wheel,6,53.27,Bird,319.62
94,2025-01-08 17:00:00,Milton Keynes,Fish Flakes,3,47.57,Cat,142.71
95,2025-01-08 14:00:00,Aylesbury,Cat Litter,8,13.18,Cat,105.44
96,2025-01-08 09:00:00,Aylesbury,Wet Cat Food,1,12.49,Cat,12.49
97,2025-01-09 20:00:00,Milton Keynes,Wet Cat Food,1,11.07,Cat,11.07
98,2025-01-09 18:00:00,Aylesbury,Dog Chew Toy,7,13.34,Dog,93.38
99,2025-01-09 08:00:00,Milton Keynes,Dog Chew Toy,7,28.11,Fish,196.76999999999998
100,2025-01-09 08:00:00,Milton Keynes,Wet Cat Food,7,7.7,Fish,53.9
101,2025-01-09 10:00:00,Milton Keynes,Bird Seed,6,26.16,Cat,156.96
102,2025-01-09 18:00:00,Milton Keynes,Bird Seed,4,12.1,Fish,48.4
103,2025-01-09 12:00:00,Buckingham,Flea Shampoo,4,15.79,Cat,63.16
104,2025-01-09 12:00:00,Buckingham,Bird Seed,7,74.05,Cat,518.35
105,2025-01-09 12:00:00,Buckingham,Cat Litter,6,77.9,Fish,467.40000000000003
106,2025-01-09 13:00:00,Buckingham,Dry Dog Food,3,23.13,Fish,69.39
107,2025-01-09 14:00:00,Buckingham,Aquarium Filter,3,12.22,Dog,36.660000000000004
108,2025-01-09 13:00:00,Buckingham,Bird Seed,3,12.14,Dog,36.42
109,2025-01-10 19:00:00,Aylesbury,Dry Dog Food,1,54.09,Bird,54.09
110,2025-01-10 19:00:00,Aylesbury,Fish Flakes,7,59.16,Dog,414.12
111,2025-01-10 09:00:00,Aylesbury,Fish Flakes,7,53.9,Dog,377.3
112,2025-01-10 09:00:00,Milton Keynes,Cat Litter,6,36.93,Rodent,221.57999999999998
113,2025-01-10 20:00:00,Aylesbury,Dog Chew Toy,7,9.19,Cat,64.33
114,2025-01-10 09:00:00,Milton Keynes,Dry Dog Food,8,26.55,Dog,212.4
115,2025-01-11 11:00:00,Aylesbury,Aquarium Filter,1,17.39,Dog,17.39
116,2025-01-11 16:00:00,Milton Keynes,Aquarium Filter,8,62.2,Fish,497.6
117,2025-01-11 15:00:00,Oxford,Wet Cat Food,8,30.05,Dog,240.4
118,2025-01-11 17:00:00,Milton Keynes,Rabbit Hutch,1,22.9,Rodent,22.9
119,2025-01-11 12:00:00,Buckingham,Bird Seed,1,63.2,Fish,63.2
120,2025-01-11 11:00:00,Buckingham,Hamster Wheel,8,17.28,Fish,138.24
121,2025-01-11 08:00:00,Oxford,Rabbit Hutch,1,46.19,Fish,46.19
122,2025-01-11 18:00:00,Aylesbury,Hamster Wheel,7,27.1,Dog,189.70000000000002
123,2025-01-11 16:00:00,Buckingham,Rabbit Hutch,6,31.31,Rodent,187.85999999999999
124,2025-01-11 20:00:00,Milton Keynes,Bird Seed,2,18.39,Fish,36.78
125,2025-01-11 15:00:00,Milton Keynes,Wet Cat Food,8,79.32,Fish,634.56
126,2025-01-11 16:00:00,Milton Keynes,Wet Cat Food,4,20.7,Bird,82.8
127,2025-01-11 20:00:00,Buckingham,Aquarium Filter,2,49.23,Dog,98.46
128,2025-01-11 10:00:00,Buckingham,Rabbit Hutch,3,68.17,Cat,204.51
129,2025-01-12 13:00:00,Buckingham,Bird Seed,1,65.49,Rodent,65.49
130,2025-01-12 19:00:00,Aylesbury,Wet Cat Food,8,69.08,Dog,552.64
131,2025-01-12 12:00:00,Milton Keynes,Rabbit Hutch,7,66.14,Bird,462.98
132,2025-01-12 14:00:00,Buckingham,Hamster Wheel,6,59.08,Bird,354.48
133,2025-01-12 17:00:00,Aylesbury,Dog Chew Toy,4,58.26,Cat,233.04
134,2025-01-12 20:00:00,Buckingham,Bird Seed,4,75.84,Fish,303.36
135,2025-01-12 09:00:00,Buckingham,Fish Flakes,7,14.38,Bird,100.66000000000001
136,2025-01-12 18:00:00,Milton Keynes,Hamster Wheel,7,68.01,Dog,476.07000000000005
137,2025-01-12 13:00:00,Oxford,Aquarium Filter,2,54.39,Fish,108.78
138,2025-01-12 13:00:00,Oxford,Aquarium Filter,5,7.78,Rodent,38.9
139,2025-01-12 19:00:00,Aylesbury,Bird Seed,8,78.9,Rodent,631.2
140,2025-01-12 14:00:00,Buckingham,Hamster Wheel,5,54.39,Bird,271.95
141,2025-01-12 17:00:00,Milton Keynes,Dry Dog Food,1,44.77,Bird,44.77
142,2025-01-12 20:00:00,Milton Keynes,Cat Litter,8,7.54,Cat,60.32
143,2025-01-12 16:00:00,Aylesbury,Fish Flakes,8,23.65,Fish,189.2
144,2025-01-13 19:00:00,Aylesbury,Cat Litter,1,24.61,Rodent,24.61
145,2025-01-13 16:00:00,Milton Keynes,Rabbit Hutch,2,13.42,Fish,26.84
146,2025-01-13 14:00:00,Aylesbury,Hamster Wheel,8,67.95,Cat,543.6
147,2025-01-13 18:00:00,Oxford,Rabbit Hutch,1,42.88,Dog,42.88
148,2025-01-13 11:00:00,Oxford,Bird Seed,4,14.61,Bird,58.44
149,2025-01-13 13:00:00,Oxford,Dry Dog Food,7,40.73,Bird,285.10999999999996
150,2025-01-13 13:00:00,Milton Keynes,Flea Shampoo,6,35.3,Dog,211.79999999999998
151,2025-01-13 09:00:00,Aylesbury,Flea Shampoo,7,25.59,Cat,179.13
152,2025-01-13 12:00:00,Milton Keynes,Fish Flakes,8,56.35,Rodent,450.8
153,2025-01-13 17:00:00,Milton Keynes,Dry Dog Food,3,6.01,Dog,18.03
154,2025-01-13 10:00:00,Aylesbury,Rabbit Hutch,7,67.94,Cat,475.58
155,2025-01-13 10:00:00,Buckingham,Fish Flakes,1,9.08,Dog,9.08
156,2025-01-13 17:00:00,Buckingham,Hamster Wheel,7,32.96,Rodent,230.72
157,2025-01-13 15:00:00,Buckingham,Cat Litter,3,56.31,Dog,168.93
158,2025-01-13 11:00:00,Buckingham,Fish Flakes,6,26.5,Dog,159.0
159,2025-01-14 13:00:00,Milton Keynes,Rabbit Hutch,2,47.96,Bird,95.92
160,2025-01-14 19:00:00,Aylesbury,Dry Dog Food,7,63.77,Cat,446.39000000000004
161,2025-01-14 15:00:00,Oxford,Bird Seed,3,75.56,Fish,226.68
162,2025-01-14 14:00:00,Buckingham,Hamster Wheel,6,16.71,Fish,100.26
163,2025-01-14 19:00:00,Milton Keynes,Bird Seed,6,24.87,Cat,149.22
164,2025-01-14 13:00:00,Aylesbury,Dog Chew Toy,5,36.82,Fish,184.1
165,2025-01-14 18:00:00,Oxford,Hamster Wheel,8,39.26,Dog,314.08
166,2025-01-14 13:00:00,Buckingham,Rabbit Hutch,7,63.25,Rodent,442.75
167,2025-01-14 13:00:00,Milton Keynes,Hamster Wheel,8,32.18,Dog,257.44
168,2025-01-14 19:00:00,Oxford,Rabbit Hutch,8,37.17,Rodent,297.36
169,2025-01-14 13:00:00,Buckingham,Aquarium Filter,1,27.61,Bird,27.61
170,2025-01-14 20:00:00,Buckingham,Bird Seed,4,24.14,Bird,96.56
171,2025-01-14 16:00:00,Oxford,Fish Flakes,3,61.29,Fish,183.87
172,2025-01-15 18:00:00,Oxford,Wet Cat Food,4,43.13,Dog,172.52
173,2025-01-15 17:00:00,Oxford,Cat Litter,3,25.84,Dog,77.52
174,2025-01-15 18:00:00,Aylesbury,Fish Flakes,5,47.6,Rodent,238.0
175,2025-01-15 20:00:00,Oxford,Hamster Wheel,8,12.48,Fish,99.84
176,2025-01-15 15:00:00,Milton Keynes,Wet Cat Food,2,78.88,Fish,157.76
177,2025-01-15 18:00:00,Buckingham,Fish Flakes,4,44.7,Cat,178.8
178,2025-01-15 12:00:00,Milton Keynes,Hamster Wheel,1,62.12,Cat,62.12
179,2025-01-15 13:00:00,Aylesbury,Rabbit Hutch,8,73.56,Dog,588.48
180,2025-01-15 15:00:00,Oxford,Wet Cat Food,1,45.85,Cat,45.85
181,2025-01-15 20:00:00,Buckingham,Flea Shampoo,8,51.17,Cat,409.36
182,2025-01-15 10:00:00,Buckingham,Dog Chew Toy,4,15.56,Bird,62.24
183,2025-01-15 08:00:00,Aylesbury,Aquarium Filter,4,12.14,Rodent,48.56
184,2025-01-15 08:00:00,Buckingham,Dry Dog Food,6,9.53,Fish,57.17999999999999
185,2025-01-16 15:00:00,Aylesbury,Wet Cat Food,8,6.05,Rodent,48.4
186,2025-01-16 08:00:00,Oxford,Dry Dog Food,7,8.21,Dog,57.470000000000006
187,2025-01-16 20:00:00,Milton Keynes,Cat Litter,2,41.22,Bird,82.44
188,2025-01-16 17:00:00,Aylesbury,Aquarium Filter,2,57.47,Fish,114.94
189,2025-01-16 19:00:00,Oxford,Wet Cat Food,7,63.61,Fish,445.27
190,2025-01-16 14:00:00,Milton Keynes,Aquarium Filter,6,23.33,Cat,139.98
191,2025-01-17 15:00:00,Oxford,Aquarium Filter,6,47.26,Fish,283.56
192,2025-01-17 12:00:00,Oxford,Fish Flakes,3,18.9,Bird,56.699999999999996
193,2025-01-17 19:00:00,Milton Keynes,Flea Shampoo,6,68.38,Cat,410.28
194,2025-01-17 10:00:00,Aylesbury,Hamster Wheel,8,76.5,Fish,612.0
195,2025-01-17 19:00:00,Milton Keynes,Dry Dog Food,8,18.0,Rodent,144.0
196,2025-01-17 20:00:00,Oxford,Cat Litter,4,10.96,Dog,43.84
197,2025-01-18 13:00:00,Aylesbury,Hamster Wheel,3,23.21,Rodent,69.63
198,2025-01-18 12:00:00,Oxford,Hamster Wheel,4,5.17,Cat,20.68
199,2025-01-18 17:00:00,Buckingham,Rabbit Hutch,6,27.95,Cat,167.7
200,2025-01-18 13:00:00,Oxford,Dog Chew Toy,4,30.7,Rodent,122.8
201,2025-01-18 18:00:00,Aylesbury,Bird Seed,6,57.12,Cat,342.71999999999997
202,2025-01-18 13:00:00,Buckingham,Dry Dog Food,7,22.82,Bird,159.74
203,2025-01-18 09:00:00,Oxford,Dry Dog Food,4,8.11,Bird,32.44
204,2025-01-18 19:00:00,Milton Keynes,Dog Chew Toy,1,28.44,Rodent,28.44
205,2025-01-18 16:00:00,Aylesbury,Hamster Wheel,3,73.14,Cat,219.42000000000002
206,2025-01-18 11:00:00,Milton Keynes,Fish Flakes,4,63.89,Dog,255.56
207,2025-01-18 12:00:00,Oxford,Flea Shampoo,5,32.15,Cat,160.75
208,2025-01-18 11:00:00,Aylesbury,Bird Seed,4,38.41,Rodent,153.64
209,2025-01-18 13:00:00,Buckingham,Bird Seed,8,75.77,Cat,606.16
210,2025-01-19 11:00:00,Buckingham,Flea Shampoo,7,60.74,Fish,425.18
211,2025-01-19 20:00:00,Milton Keynes,Dry Dog Food,7,40.36,Fish,282.52
212,2025-01-19 16:00:00,Aylesbury,Hamster Wheel,4,13.49,Fish,53.96
213,2025-01-19 15:00:00,Aylesbury,Rabbit Hutch,8,21.41,Cat,171.28
214,2025-01-19 14:00:00,Milton Keynes,Dog Chew Toy,3,54.53,Cat,163.59
215,2025-01-19 20:00:00,Buckingham,Flea Shampoo,4,30.4,Cat,121.6
216,2025-01-19 17:00:00,Milton Keynes,Rabbit Hutch,1,20.43,Fish,20.43
217,2025-01-19 17:00:00,Milton Keynes,Bird Seed,7,45.48,Fish,318.35999999999996
218,2025-01-19 18:00:00,Buckingham,Wet Cat Food,4,72.53,Rodent,290.12
219,2025-01-19 13:00:00,Milton Keynes,Bird Seed,5,55.05,Dog,275.25
220,2025-01-19 13:00:00,Aylesbury,Wet Cat Food,4,36.74,Fish,146.96
221,2025-01-20 16:00:00,Buckingham,Dry Dog Food,2,45.2,Rodent,90.4
222,2025-01-20 17:00:00,Aylesbury,Cat Litter,8,9.38,Bird,75.04
223,2025-01-20 16:00:00,Buckingham,Wet Cat Food,5,76.46,Dog,382.29999999999995
224,2025-01-20 10:00:00,Aylesbury,Aquarium Filter,4,47.87,Cat,191.48
225,2025-01-20 18:00:00,Oxford,Bird Seed,6,24.32,Rodent,145.92000000000002
226,2025-01-20 13:00:00,Milton Keynes,Flea Shampoo,7,70.01,Bird,490.07000000000005
227,2025-01-20 15:00:00,Oxford,Dog Chew Toy,7,73.54,Cat,514.7800000000001
228,2025-01-20 09:00:00,Buckingham,Dry Dog Food,3,15.74,Fish,47.22
229,2025-01-20 11:00:00,Oxford,Flea Shampoo,2,78.63,Cat,157.26
230,2025-01-20 09:00:00,Aylesbury,Wet Cat Food,4,20.33,Bird,81.32
231,2025-01-20 11:00:00,Milton Keynes,Dog Chew Toy,1,23.79,Cat,23.79
232,2025-01-20 15:00:00,Milton Keynes,Flea Shampoo,4,29.31,Dog,117.24
233,2025-01-20 15:00:00,Oxford,Hamster Wheel,7,47.05,Fish,329.34999999999997
234,2025-01-21 16:00:00,Buckingham,Flea Shampoo,6,17.73,Cat,106.38
235,2025-01-21 08:00:00,Aylesbury,Dog Chew Toy,2,34.68,Bird,69.36
236,2025-01-21 10:00:00,Buckingham,Rabbit Hutch,3,28.93,Bird,86.78999999999999
237,2025-01-21 20:00:00,Milton Keynes,Wet Cat Food,8,56.57,Cat,452.56
238,2025-01-21 16:00:00,Oxford,Flea Shampoo,4,49.99,Rodent,199.96
239,2025-01-21 12:00:00,Milton Keynes,Cat Litter,2,39.09,Dog,78.18
240,2025-01-21 20:00:00,Buckingham,Dry Dog Food,3,73.7,Bird,221.10000000000002
241,2025-01-21 08:00:00,Oxford,Cat Litter,3,68.9,Rodent,206.70000000000002
242,2025-01-21 18:00:00,Buckingham,Flea Shampoo,2,51.34,Dog,102.68
243,2025-01-21 17:00:00,Milton Keynes,Rabbit Hutch,6,36.89,Dog,221.34
244,2025-01-21 17:00:00,Oxford,Aquarium Filter,2,36.2,Rodent,72.4
245,2025-01-22 16:00:00,Milton Keynes,Wet Cat Food,6,42.59,Fish,255.54000000000002
246,2025-01-22 20:00:00,Milton Keynes,Hamster Wheel,2,15.8,Cat,31.6
247,2025-01-22 17:00:00,Milton Keynes,Dog Chew Toy,8,22.96,Dog,183.68
248,2025-01-22 13:00:00,Aylesbury,Aquarium Filter,5,45.82,Cat,229.1
249,2025-01-22 09:00:00,Milton Keynes,Flea Shampoo,6,40.25,Fish,241.5
250,2025-01-22 18:00:00,Milton Keynes,Cat Litter,3,33.26,Fish,99.78
251,2025-01-22 15:00:00,Milton Keynes,Hamster Wheel,1,40.39,Fish,40.39
252,2025-01-22 16:00:00,Milton Keynes,Bird Seed,3,14.58,Dog,43.74
253,2025-01-22 09:00:00,Buckingham,Dog Chew Toy,4,14.99,Bird,59.96
254,2025-01-22 17:00:00,Buckingham,Flea Shampoo,7,25.71,Cat,179.97
255,2025-01-23 17:00:00,Milton Keynes,Hamster Wheel,2,19.24,Cat,38.48
256,2025-01-23 16:00:00,Milton Keynes,Dry Dog Food,2,46.88,Rodent,93.76
257,2025-01-23 13:00:00,Aylesbury,Cat Litter,1,59.15,Cat,59.15
258,2025-01-23 14:00:00,Milton Keynes,Hamster Wheel,5,78.43,Dog,392.15000000000003
259,2025-01-23 10:00:00,Buckingham,Bird Seed,4,30.51,Rodent,122.04
260,2025-01-23 11:00:00,Buckingham,Cat Litter,3,27.54,Cat,82.62
261,2025-01-23 20:00:00,Milton Keynes,Aquarium Filter,2,60.79,Fish,121.58
262,2025-01-23 11:00:00,Milton Keynes,Hamster Wheel,2,75.55,Dog,151.1
263,2025-01-23 20:00:00,Milton Keynes,Rabbit Hutch,1,24.29,Bird,24.29
264,2025-01-23 20:00:00,Buckingham,Cat Litter,8,48.87,Cat,390.96
265,2025-01-23 18:00:00,Milton Keynes,Dry Dog Food,6,23.22,Rodent,139.32
266,2025-01-23 20:00:00,Oxford,Rabbit Hutch,1,41.56,Cat,41.56
267,2025-01-23 20:00:00,Milton Keynes,Aquarium Filter,7,7.05,Bird,49.35
268,2025-01-24 14:00:00,Buckingham,Rabbit Hutch,1,27.18,Cat,27.18
269,2025-01-24 17:00:00,Aylesbury,Bird Seed,8,17.31,Cat,138.48
270,2025-01-24 10:00:00,Milton Keynes,Bird Seed,6,17.52,Rodent,105.12
271,2025-01-24 19:00:00,Aylesbury,Cat Litter,1,45.2,Dog,45.2
272,2025-01-24 10:00:00,Milton Keynes,Cat Litter,4,43.66,Bird,174.64
273,2025-01-24 17:00:00,Buckingham,Cat Litter,7,57.35,Rodent,401.45
274,2025-01-24 17:00:00,Buckingham,Fish Flakes,1,8.55,Dog,8.55
275,2025-01-24 16:00:00,Oxford,Dog Chew Toy,1,63.06,Bird,63.06
276,2025-01-24 12:00:00,Oxford,Rabbit Hutch,5,57.0,Rodent,285.0
277,2025-01-24 08:00:00,Buckingham,Fish Flakes,4,30.68,Rodent,122.72
278,2025-01-24 20:00:00,Milton Keynes,Flea Shampoo,1,64.09,Bird,64.09
279,2025-01-24 17:00:00,Oxford,Flea Shampoo,5,9.47,Dog,47.35
280,2025-01-25 19:00:00,Buckingham,Bird Seed,8,16.55,Rodent,132.4
281,2025-01-25 09:00:00,Milton Keynes,Aquarium Filter,5,74.82,Dog,374.09999999999997
282,2025-01-25 09:00:00,Buckingham,Aquarium Filter,7,74.87,Bird,524.09
283,2025-01-25 08:00:00,Buckingham,Rabbit Hutch,5,77.39,Fish,386.95
284,2025-01-25 18:00:00,Buckingham,Fish Flakes,2,6.83,Bird,13.66
285,2025-01-25 12:00:00,Aylesbury,Wet Cat Food,7,15.29,Rodent,107.03
286,2025-01-25 18:00:00,Oxford,Cat Litter,2,63.96,Rodent,127.92
287,2025-01-25 09:00:00,Buckingham,Bird Seed,1,69.54,Bird,69.54
288,2025-01-25 11:00:00,Buckingham,Bird Seed,6,29.46,Dog,176.76
289,2025-01-25 13:00:00,Milton Keynes,Rabbit Hutch,1,57.05,Dog,57.05
290,2025-01-26 10:00:00,Milton Keynes,Dry Dog Food,4,72.68,Bird,290.72
291,2025-01-26 18:00:00,Oxford,Flea Shampoo,1,74.69,Bird,74.69
292,2025-01-26 14:00:00,Aylesbury,Bird Seed,2,41.78,Fish,83.56
293,2025-01-26 11:00:00,Oxford,Dog Chew Toy,1,17.0,Dog,17.0
294,2025-01-26 10:00:00,Oxford,Dry Dog Food,3,68.19,Bird,204.57
295,2025-01-26 10:00:00,Oxford,Rabbit Hutch,1,26.53,Cat,26.53
296,2025-01-26 17:00:00,Buckingham,Cat Litter,2,41.02,Dog,82.04
297,2025-01-26 14:00:00,Milton Keynes,Cat Litter,5,73.95,Dog,369.75
298,2025-01-26 15:00:00,Aylesbury,Aquarium Filter,4,46.07,Fish,184.28
299,2025-01-26 10:00:00,Oxford,Bird Seed,6,16.47,Fish,98.82
300,2025-01-26 12:00:00,Aylesbury,Hamster Wheel,2,5.9,Fish,11.8
301,2025-01-26 17:00:00,Oxford,Bird Seed,4,32.28,Cat,129.12
302,2025-01-26 20:00:00,Milton Keynes,Flea Shampoo,5,77.85,Dog,389.25
303,2025-01-26 14:00:00,Buckingham,Flea Shampoo,8,19.34,Fish,154.72
304,2025-01-27 19:00:00,Buckingham,Rabbit Hutch,7,59.21,Dog,414.47
305,2025-01-27 19:00:00,Buckingham,Aquarium Filter,5,77.46,Fish,387.29999999999995
306,2025-01-27 10:00:00,Buckingham,Rabbit Hutch,5,71.44,Dog,357.2
307,2025-01-27 11:00:00,Aylesbury,Dog Chew Toy,1,9.82,Dog,9.82
308,2025-01-27 17:00:00,Aylesbury,Wet Cat Food,4,37.52,Dog,150.08
309,2025-01-28 18:00:00,Aylesbury,Aquarium Filter,1,78.87,Fish,78.87
