Sale_ID,Date,Store,Product,Units_Sold,Unit_Price,Category,Total_Sale
106,2025-05-28 08:21:59.419366,Milton Keynes,Hamster Wheel,3,12.35,Rodent,37.05
107,2025-07-08 08:21:59.419368,Oxford,Cat Litter,4,16.35,Cat,65.4
108,2025-06-20 08:21:59.419370,Aylesbury,Dry Dog Food,3,16.57,Dog,49.71
109,2025-06-22 08:21:59.419373,Buckingham,Dog Chew Toy,8,20.71,Dog,165.68
110,2025-06-27 08:21:59.419376,Buckingham,Aquarium Filter,1,21.48,Fish,21.48
111,2025-06-24 08:21:59.419378,Aylesbury,Hamster Wheel,2,28.58,Rodent,57.16
112,2025-06-11 08:21:59.419380,Oxford,Dog Chew Toy,7,10.5,Dog,73.5
113,2025-06-24 08:21:59.419383,Milton Keynes,Flea Shampoo,4,35.48,Dog,141.92
114,2025-06-22 08:21:59.419385,Milton Keynes,Flea Shampoo,8,10.87,Dog,86.96
115,2025-07-07 08:21:59.419388,Buckingham,Flea Shampoo,3,17.57,Dog,52.71
116,2025-06-16 08:21:59.419392,Oxford,Dry Dog Food,6,26.65,Dog,159.9
117,2025-05-24 08:21:59.419397,Milton Keynes,Dry Dog Food,9,40.42,Dog,363.78
118,2025-06-07 08:21:59.419401,Oxford,Cat Litter,1,37.75,Cat,37.75
119,2025-05-31 08:21:59.419406,Oxford,Cat Litter,1,33.33,Cat,33.33
120,2025-06-12 08:21:59.419411,Buckingham,Aquarium Filter,8,10.31,Fish,82.48
121,2025-05-30 08:21:59.419414,Milton Keynes,Hamster Wheel,3,28.7,Rodent,86.1
122,2025-07-14 08:21:59.419416,Aylesbury,Wet Cat Food,5,7.1,Cat,35.5
123,2025-06-03 08:21:59.419418,Buckingham,Wet Cat Food,1,20.73,Cat,20.73
124,2025-06-30 08:21:59.419421,Milton Keynes,Dog Chew Toy,5,22.43,Dog,112.15
125,2025-06-02 08:21:59.419423,Milton Keynes,Flea Shampoo,6,4.86,Dog,29.16
126,2025-06-20 08:21:59.419425,Milton Keynes,Hamster Wheel,8,15.87,Rodent,126.96
127,2025-06-15 08:21:59.419428,Milton Keynes,Fish Flakes,3,47.91,Fish,143.73
128,2025-05-30 08:21:59.419440,Milton Keynes,Dry Dog Food,3,47.81,Dog,143.43
129,2025-06-05 08:21:59.419442,Oxford,Rabbit Hutch,9,19.55,Rodent,175.95
130,2025-07-12 08:21:59.419547,Buckingham,Bird Seed,4,5.02,Bird,20.08
131,2025-06-30 08:21:59.419551,Oxford,Aquarium Filter,4,11.41,Fish,45.64
132,2025-06-06 08:21:59.419554,Aylesbury,Flea Shampoo,7,21.42,Dog,149.94
133,2025-06-03 08:21:59.419556,Milton Keynes,Flea Shampoo,2,47.54,Dog,95.08
134,2025-06-29 08:21:59.419560,Buckingham,Flea Shampoo,8,9.63,Dog,77.04
135,2025-07-04 08:21:59.419564,Milton Keynes,Dry Dog Food,6,38.88,Dog,233.28
136,2025-05-28 08:21:59.419569,Buckingham,Dry Dog Food,3,8.1,Dog,24.3
137,2025-05-27 08:21:59.419573,Oxford,Bird Seed,9,49.11,Bird,441.99
138,2025-06-29 08:21:59.419578,Buckingham,Fish Flakes,5,20.93,Fish,104.65
139,2025-05-30 08:21:59.419589,Aylesbury,Hamster Wheel,8,39.43,Rodent,315.44
140,2025-07-01 08:21:59.419593,Aylesbury,Flea Shampoo,7,19.09,Dog,133.63
141,2025-06-25 08:21:59.419597,Buckingham,Wet Cat Food,8,32.49,Cat,259.92
142,2025-06-04 08:21:59.419602,Buckingham,Cat Litter,7,12.01,Cat,84.07
143,2025-05-26 08:21:59.419606,Buckingham,Wet Cat Food,3,9.85,Cat,29.55
144,2025-05-21 08:21:59.419610,Buckingham,Dog Chew Toy,2,47.08,Dog,94.16
145,2025-06-29 08:21:59.419616,Aylesbury,Wet Cat Food,7,46.12,Cat,322.84
146,2025-06-13 08:21:59.419634,Milton Keynes,Dog Chew Toy,3,44.7,Dog,134.1
147,2025-06-17 08:21:59.419639,Buckingham,Rabbit Hutch,3,32.39,Rodent,97.17
148,2025-06-14 08:21:59.419643,Buckingham,Cat Litter,2,40.98,Cat,81.96
149,2025-06-17 08:21:59.419648,Aylesbury,Wet Cat Food,4,6.23,Cat,24.92
150,2025-05-21 08:21:59.419654,Aylesbury,Rabbit Hutch,8,18.73,Rodent,149.84
151,2025-07-17 08:21:59.419658,Oxford,Aquarium Filter,1,17.73,Fish,17.73
152,2025-06-14 08:21:59.419663,Buckingham,Hamster Wheel,1,32.87,Rodent,32.87
153,2025-06-19 08:21:59.419668,Oxford,Rabbit Hutch,5,19.72,Rodent,98.6
154,2025-07-09 08:21:59.419671,Aylesbury,Hamster Wheel,5,9.97,Rodent,49.85
155,2025-06-24 08:21:59.419673,Aylesbury,Wet Cat Food,1,31.02,Cat,31.02
156,2025-07-12 08:21:59.419677,Milton Keynes,Fish Flakes,6,41.27,Fish,247.62
157,2025-06-11 08:21:59.419679,Buckingham,Rabbit Hutch,1,20.95,Rodent,20.95
158,2025-07-10 08:21:59.419682,Oxford,Cat Litter,5,9.21,Cat,46.05
159,2025-07-03 08:21:59.419684,Aylesbury,Wet Cat Food,9,12.23,Cat,110.07
160,2025-06-06 08:21:59.419687,Aylesbury,Flea Shampoo,5,14.15,Dog,70.75
161,2025-06-27 08:21:59.419689,Oxford,Dry Dog Food,6,17.09,Dog,102.54
162,2025-07-07 08:21:59.419692,Milton Keynes,Rabbit Hutch,8,33.2,Rodent,265.6
163,2025-06-19 08:21:59.419694,Aylesbury,Cat Litter,1,31.23,Cat,31.23
164,2025-06-19 08:21:59.419696,Buckingham,Aquarium Filter,2,35.71,Fish,71.42
165,2025-05-29 08:21:59.419699,Aylesbury,Flea Shampoo,9,20.03,Dog,180.27
166,2025-06-19 08:21:59.419701,Buckingham,Aquarium Filter,3,41.72,Fish,125.16
167,2025-06-20 08:21:59.419703,Oxford,Wet Cat Food,6,12.58,Cat,75.48
168,2025-06-25 08:21:59.419706,Buckingham,Dry Dog Food,5,25.03,Dog,125.15
169,2025-05-29 08:21:59.419708,Oxford,Rabbit Hutch,2,40.63,Rodent,81.26
170,2025-06-06 08:21:59.419711,Buckingham,Rabbit Hutch,7,11.46,Rodent,80.22
171,2025-06-29 08:21:59.419713,Oxford,Fish Flakes,4,8.15,Fish,32.6
172,2025-06-06 08:21:59.419716,Buckingham,Fish Flakes,1,44.52,Fish,44.52
173,2025-06-08 08:21:59.419718,Milton Keynes,Wet Cat Food,4,19.11,Cat,76.44
174,2025-07-13 08:21:59.419721,Buckingham,Wet Cat Food,6,35.13,Cat,210.78
175,2025-05-28 08:21:59.419724,Buckingham,Dry Dog Food,7,4.18,Dog,29.26
176,2025-06-14 08:21:59.419726,Milton Keynes,Fish Flakes,7,35.42,Fish,247.94
177,2025-05-29 08:21:59.419728,Aylesbury,Cat Litter,7,17.85,Cat,124.95
178,2025-06-10 08:21:59.419731,Aylesbury,Cat Litter,3,5.61,Cat,16.83
179,2025-07-14 08:21:59.419733,Buckingham,Dry Dog Food,6,31.65,Dog,189.9
180,2025-05-29 08:21:59.419736,Milton Keynes,Cat Litter,8,14.31,Cat,114.48
181,2025-06-22 08:21:59.419739,Buckingham,Dog Chew Toy,4,21.17,Dog,84.68
182,2025-06-06 08:21:59.419741,Oxford,Hamster Wheel,8,6.78,Rodent,54.24
183,2025-06-11 08:21:59.419744,Oxford,Dry Dog Food,2,9.91,Dog,19.82
184,2025-06-07 08:21:59.419746,Buckingham,Dry Dog Food,9,16.99,Dog,152.91
185,2025-07-04 08:21:59.419748,Aylesbury,Bird Seed,9,7.21,Bird,64.89
186,2025-05-22 08:21:59.419751,Aylesbury,Flea Shampoo,8,45.8,Dog,366.4
187,2025-06-05 08:21:59.419753,Buckingham,Flea Shampoo,1,3.27,Dog,3.27
188,2025-06-16 08:21:59.419755,Buckingham,Dog Chew Toy,2,25.73,Dog,51.46
189,2025-06-12 08:21:59.419758,Oxford,Fish Flakes,6,8.78,Fish,52.68
190,2025-06-10 08:21:59.419760,Aylesbury,Wet Cat Food,5,17.45,Cat,87.25
191,2025-05-29 08:21:59.419762,Buckingham,Wet Cat Food,9,46.51,Cat,418.59
192,2025-05-30 08:21:59.419765,Oxford,Aquarium Filter,5,10.59,Fish,52.95
193,2025-07-14 08:21:59.419767,Aylesbury,Dog Chew Toy,2,48.38,Dog,96.76
194,2025-05-22 08:21:59.419770,Milton Keynes,Dry Dog Food,4,12.66,Dog,50.64
195,2025-05-23 08:21:59.419772,Oxford,Dog Chew Toy,9,37.84,Dog,340.56
196,2025-06-06 08:21:59.419775,Aylesbury,Dog Chew Toy,1,28.68,Dog,28.68
197,2025-05-22 08:21:59.419777,Aylesbury,Dog Chew Toy,1,44.56,Dog,44.56
198,2025-05-29 08:21:59.419779,Oxford,Flea Shampoo,7,29.03,Dog,203.21
199,2025-07-09 08:21:59.419782,Milton Keynes,Dog Chew Toy,3,28.11,Dog,84.33
200,2025-07-09 08:21:59.419784,Oxford,Hamster Wheel,2,12.18,Rodent,24.36
201,2025-07-15 08:21:59.419786,Aylesbury,Wet Cat Food,9,10.8,Cat,97.2
202,2025-07-01 08:21:59.419789,Buckingham,Aquarium Filter,3,46.06,Fish,138.18
203,2025-07-03 08:21:59.419792,Buckingham,Hamster Wheel,2,18.4,Rodent,36.8
204,2025-06-08 08:21:59.419794,Oxford,Aquarium Filter,8,20.48,Fish,163.84
205,2025-05-25 08:21:59.419796,Aylesbury,Bird Seed,6,38.7,Bird,232.2
206,2025-07-04 08:21:59.419799,Buckingham,Aquarium Filter,6,18.91,Fish,113.46
207,2025-06-18 08:21:59.419801,Aylesbury,Wet Cat Food,7,47.74,Cat,334.18
208,2025-06-09 08:21:59.419804,Oxford,Wet Cat Food,7,37.67,Cat,263.69
209,2025-06-27 08:21:59.419806,Buckingham,Dog Chew Toy,6,31.07,Dog,186.42
210,2025-06-09 08:21:59.419809,Aylesbury,Rabbit Hutch,4,44.39,Rodent,177.56
211,2025-06-06 08:21:59.419811,Buckingham,Bird Seed,9,5.32,Bird,47.88
212,2025-06-02 08:21:59.419813,Oxford,Dry Dog Food,6,15.07,Dog,90.42
213,2025-06-06 08:21:59.419816,Aylesbury,Cat Litter,4,24.85,Cat,99.4
214,2025-06-24 08:21:59.419818,Buckingham,Aquarium Filter,3,13.66,Fish,40.98
215,2025-05-28 08:21:59.419821,Oxford,Rabbit Hutch,4,37.95,Rodent,151.8
216,2025-07-08 08:21:59.419823,Buckingham,Dog Chew Toy,3,46.19,Dog,138.57
217,2025-06-05 08:21:59.419825,Buckingham,Flea Shampoo,2,22.91,Dog,45.82
218,2025-05-23 08:21:59.419828,Milton Keynes,Dry Dog Food,5,19.07,Dog,95.35
219,2025-07-13 08:21:59.419830,Milton Keynes,Fish Flakes,2,48.18,Fish,96.36
220,2025-07-09 08:21:59.419832,Oxford,Rabbit Hutch,6,23.9,Rodent,143.4
221,2025-06-16 08:21:59.419835,Milton Keynes,Flea Shampoo,3,25.98,Dog,77.94
222,2025-07-16 08:21:59.419839,Oxford,Bird Seed,6,19.52,Bird,117.12
223,2025-06-17 08:21:59.419844,Milton Keynes,Dog Chew Toy,9,45.74,Dog,411.66
224,2025-05-25 08:21:59.419848,Buckingham,Dry Dog Food,1,29.73,Dog,29.73
225,2025-06-01 08:21:59.419853,Oxford,Dry Dog Food,6,38.81,Dog,232.86
226,2025-06-24 08:21:59.419858,Oxford,Dry Dog Food,9,41.14,Dog,370.26
227,2025-06-03 08:21:59.419870,Buckingham,Bird Seed,4,19.06,Bird,76.24
228,2025-06-27 08:21:59.419873,Oxford,Aquarium Filter,2,23.37,Fish,46.74
229,2025-07-09 08:21:59.419875,Oxford,Fish Flakes,4,42.87,Fish,171.48
230,2025-06-22 08:21:59.419877,Milton Keynes,Bird Seed,1,20.06,Bird,20.06
231,2025-06-05 08:21:59.419880,Oxford,Cat Litter,3,40.3,Cat,120.9
232,2025-06-15 08:21:59.419882,Aylesbury,Fish Flakes,9,47.22,Fish,424.98
233,2025-06-26 08:21:59.419884,Buckingham,Wet Cat Food,5,32.28,Cat,161.4
234,2025-07-01 08:21:59.419888,Milton Keynes,Dog Chew Toy,6,37.85,Dog,227.1
235,2025-06-21 08:21:59.419890,Milton Keynes,Bird Seed,3,40.83,Bird,122.49
236,2025-06-04 08:21:59.419893,Aylesbury,Flea Shampoo,5,42.71,Dog,213.55
237,2025-07-16 08:21:59.419896,Buckingham,Fish Flakes,8,21.56,Fish,172.48
238,2025-07-15 08:21:59.419898,Buckingham,Cat Litter,6,5.4,Cat,32.4
239,2025-06-10 08:21:59.419902,Milton Keynes,Wet Cat Food,4,21.88,Cat,87.52
240,2025-06-03 08:21:59.419906,Oxford,Aquarium Filter,2,34.66,Fish,69.32
241,2025-07-02 08:21:59.419911,Milton Keynes,Flea Shampoo,9,24.16,Dog,217.44
242,2025-06-26 08:21:59.419915,Buckingham,Fish Flakes,1,38.19,Fish,38.19
243,2025-06-14 08:21:59.419919,Aylesbury,Dog Chew Toy,1,19.77,Dog,19.77
244,2025-06-29 08:21:59.419924,Milton Keynes,Flea Shampoo,4,32.82,Dog,131.28
245,2025-06-06 08:21:59.419928,Buckingham,Wet Cat Food,7,11.75,Cat,82.25
246,2025-07-15 08:21:59.419932,Milton Keynes,Flea Shampoo,1,38.21,Dog,38.21
247,2025-07-11 08:21:59.419937,Oxford,Hamster Wheel,9,28.64,Rodent,257.76
248,2025-06-26 08:21:59.419945,Milton Keynes,Rabbit Hutch,4,12.58,Rodent,50.32
249,2025-07-17 08:21:59.419949,Milton Keynes,Aquarium Filter,3,16.71,Fish,50.13
250,2025-07-03 08:21:59.419953,Buckingham,Wet Cat Food,1,38.17,Cat,38.17
251,2025-07-13 08:21:59.419957,Buckingham,Flea Shampoo,4,25.67,Dog,102.68
252,2025-06-29 08:21:59.419962,Buckingham,Rabbit Hutch,9,13.14,Rodent,118.26
253,2025-06-23 08:21:59.419972,Milton Keynes,Rabbit Hutch,6,48.45,Rodent,290.7
254,2025-06-13 08:21:59.419976,Oxford,Flea Shampoo,6,36.6,Dog,219.6
255,2025-07-13 08:21:59.419979,Aylesbury,Dog Chew Toy,1,47.98,Dog,47.98
256,2025-06-26 08:21:59.419982,Aylesbury,Hamster Wheel,2,23.06,Rodent,46.12
257,2025-07-15 08:21:59.419985,Buckingham,Bird Seed,6,25.32,Bird,151.92
258,2025-07-06 08:21:59.419987,Buckingham,Hamster Wheel,2,45.19,Rodent,90.38
259,2025-07-03 08:21:59.419990,Milton Keynes,Flea Shampoo,3,27.67,Dog,83.01
260,2025-05-21 08:21:59.419992,Aylesbury,Aquarium Filter,4,36.23,Fish,144.92
261,2025-05-26 08:21:59.419994,Buckingham,Bird Seed,5,14.84,Bird,74.2
262,2025-06-01 08:21:59.419997,Oxford,Wet Cat Food,9,23.99,Cat,215.91
263,2025-06-08 08:21:59.419999,Oxford,Hamster Wheel,4,8.79,Rodent,35.16
264,2025-06-22 08:21:59.420002,Buckingham,Flea Shampoo,9,12.67,Dog,114.03
265,2025-06-06 08:21:59.420004,Buckingham,Hamster Wheel,3,3.03,Rodent,9.09
266,2025-06-29 08:21:59.420007,Aylesbury,Bird Seed,8,4.84,Bird,38.72
267,2025-06-24 08:21:59.420009,Aylesbury,Cat Litter,1,48.92,Cat,48.92
268,2025-06-03 08:21:59.420011,Milton Keynes,Fish Flakes,9,14.38,Fish,129.42
269,2025-05-22 08:21:59.420014,Aylesbury,Hamster Wheel,9,34.17,Rodent,307.53
270,2025-06-04 08:21:59.420016,Oxford,Wet Cat Food,2,42.43,Cat,84.86
271,2025-07-07 08:21:59.420019,Oxford,Wet Cat Food,4,28.87,Cat,115.48
272,2025-06-17 08:21:59.420021,Buckingham,Dry Dog Food,8,10.19,Dog,81.52
273,2025-07-03 08:21:59.420023,Aylesbury,Hamster Wheel,7,37.21,Rodent,260.47
274,2025-06-14 08:21:59.420026,Milton Keynes,Fish Flakes,1,31.2,Fish,31.2
275,2025-05-21 08:21:59.420028,Oxford,Dog Chew Toy,5,37.36,Dog,186.8
276,2025-05-20 08:21:59.420031,Oxford,Rabbit Hutch,7,39.17,Rodent,274.19
277,2025-07-01 08:21:59.420033,Milton Keynes,Fish Flakes,4,48.83,Fish,195.32
278,2025-06-07 08:21:59.420036,Milton Keynes,Rabbit Hutch,1,29.95,Rodent,29.95
279,2025-05-30 08:21:59.420038,Oxford,Rabbit Hutch,9,19.05,Rodent,171.45
280,2025-06-29 08:21:59.420041,Oxford,Cat Litter,5,33.47,Cat,167.35
281,2025-05-22 08:21:59.420043,Milton Keynes,Dry Dog Food,2,6.21,Dog,12.42
282,2025-06-20 08:21:59.420046,Oxford,Fish Flakes,8,45.17,Fish,361.36
283,2025-05-23 08:21:59.420048,Buckingham,Fish Flakes,2,8.6,Fish,17.2
284,2025-06-06 08:21:59.420051,Buckingham,Cat Litter,3,18.4,Cat,55.2
285,2025-06-21 08:21:59.420053,Milton Keynes,Hamster Wheel,1,41.33,Rodent,41.33
286,2025-06-25 08:21:59.420056,Aylesbury,Hamster Wheel,2,31.06,Rodent,62.12
287,2025-06-22 08:21:59.420058,Milton Keynes,Hamster Wheel,7,21.49,Rodent,150.43
288,2025-05-21 08:21:59.420061,Milton Keynes,Aquarium Filter,2,25.24,Fish,50.48
289,2025-06-18 08:21:59.420063,Aylesbury,Rabbit Hutch,6,43.15,Rodent,258.9
290,2025-05-30 08:21:59.420066,Aylesbury,Aquarium Filter,3,18.97,Fish,56.91
291,2025-07-01 08:21:59.420068,Aylesbury,Dry Dog Food,4,43.86,Dog,175.44
292,2025-07-13 08:21:59.420070,Buckingham,Cat Litter,8,7.13,Cat,57.04
293,2025-07-12 08:21:59.420073,Oxford,Fish Flakes,3,39.5,Fish,118.5
